"""p""","""totalCost"""
"[{""name"":""MSN""},{""flightId"":271,""ticketId"":272},{""name"":""ORD""},{""name"":""ORD""},{""flightId"":851,""ticketId"":852},{""name"":""GRR""}]",196.5
